duration,days_left,price
0.83,31.692307692307693,1973.5576923076924
0.92,31.17948717948718,2003.5384615384614
1.0,28.843501326259947,2266.0636604774536
1.08,24.49005424954792,2589.3110307414104
1.17,27.015625,2632.209375
1.25,27.987562189054728,3137.8569651741295
1.33,23.9179366940211,4140.0187573270805
1.42,27.59071729957806,6433.738396624472
1.5,26.11,6059.56
1.58,25.65496183206107,6823.256488549619
1.67,26.50480109739369,6238.3319615912205
1.75,27.02087114337568,8749.008166969146
1.83,25.353833192923336,6713.365627632687
1.92,26.635687732342006,7849.154275092937
2.0,25.106109324758844,8371.103965702036
2.08,26.320145190562613,10435.965517241379
2.17,26.00825082508251,10719.474304573314
2.25,25.592418235877105,10541.970019821605
2.33,26.35849975645397,10712.511446663419
2.42,26.476038338658146,9095.508785942491
2.5,25.040902679830747,8195.747531734838
2.58,27.021440823327616,12168.578044596912
2.67,24.938618925831204,10888.498081841431
2.75,25.40673845085099,13712.565821465787
2.83,25.59535083943177,11628.84718037021
2.92,26.013986013986013,9454.104195804195
3.0,24.40740740740741,6676.747474747474
3.08,25.35928143712575,12161.56886227545
3.17,30.935064935064936,6075.688311688312
3.25,25.711111111111112,6383.9111111111115
3.33,26.22222222222222,3498.4814814814813
3.42,24.085106382978722,5850.63829787234
3.5,25.57638888888889,8858.902777777777
3.58,29.84375,7547.114583333333
3.67,24.556053811659194,9005.147982062781
3.75,25.910863509749305,9159.456824512536
3.83,27.714932126696834,5373.343891402715
3.92,25.235457063711912,5479.858725761773
4.0,27.895652173913042,5719.973913043478
4.08,26.23116883116883,4660.119480519481
4.17,26.375,5262.666666666667
4.25,25.584710743801654,7231.181818181818
4.33,27.571788413098236,5366.821158690176
4.42,27.5,9287.683937823835
4.5,25.76923076923077,9283.670085470085
4.58,27.578740157480315,16849.187007874014
4.67,27.624567474048444,8465.958477508651
4.75,26.826185101580137,11407.672686230248
4.83,26.994020926756352,15062.708520179372
4.92,26.964349376114082,12154.49376114082
5.0,26.611237661351556,13261.475322703112
5.08,25.898100172711572,12457.263385146805
5.17,27.705533596837945,16095.349802371542
5.25,27.50045745654163,14021.346752058555
5.33,27.39250669045495,12780.234611953612
5.42,26.80783722682743,14309.396382818388
5.5,26.80568356374808,14131.380184331798
5.58,26.8562464346834,17595.662293211637
5.67,26.166355140186916,17245.343925233647
5.75,25.922187981510014,15754.56779661017
5.83,26.58564814814815,12873.036265432098
5.92,27.308943089430894,14881.838211382114
6.0,26.8141592920354,19365.435670524166
6.07,47.0,3668.8
6.08,26.68,16922.60561403509
6.17,26.07983193277311,16162.822929171669
6.25,26.42220598977356,16469.296566837107
6.33,27.410958904109588,12827.718880285884
6.42,27.445906432748536,13572.029239766081
6.5,26.04042715484363,19890.75514874142
6.58,26.39125,19853.7475
6.67,27.47569262937794,18681.08782017773
6.75,26.235655737704917,13912.925546448087
6.83,26.94840928632846,12509.651762682717
6.92,26.92410015649452,16353.597809076682
6.98,27.0,6593.466666666666
7.0,26.77632439502943,18717.798561151078
7.08,27.364450127877237,14612.943094629156
7.17,26.38398999374609,17652.273295809882
7.25,25.765610859728508,12514.300452488687
7.33,26.81366120218579,22087.22786885246
7.42,26.41094890510949,18975.171532846714
7.5,26.471281296023562,13271.270250368188
7.58,26.280684596577018,20933.19902200489
7.67,26.15497661990648,14903.818971275885
7.75,25.74442379182156,12751.559479553904
7.83,26.932394366197183,19561.072300469485
7.92,26.714957666980244,17739.280338664157
8.0,25.383823529411764,19655.25245098039
8.08,26.49074074074074,25528.39236111111
8.17,26.925493716337524,14490.985637342908
8.25,26.016590389016017,19743.58295194508
8.33,26.431022158684776,22848.234453180845
8.42,26.92887931034483,17419.10129310345
8.5,26.7024567788899,18587.267515923566
8.58,25.354757403906742,20699.451165721486
8.67,26.862910008410427,15657.743481917578
8.75,25.8628067967275,17402.9263687854
8.83,25.85872235872236,18797.855651105652
8.92,26.394618834080717,17284.282511210764
9.0,26.133258678611423,19582.156774916013
9.08,25.780135823429543,14509.86078098472
9.17,25.827290705339486,18215.928147659855
9.25,25.787858117326056,17668.914733969985
9.33,26.02471169686985,23065.00933552993
9.42,28.193513513513512,17469.925405405407
9.5,26.020922746781117,22033.86856223176
9.58,27.21237693389592,22242.540084388187
9.67,26.363511659807955,18235.08161865569
9.75,26.371323529411764,18778.78455882353
9.83,26.866329479768787,25993.33092485549
9.92,26.175965665236053,18748.582832618027
10.0,25.92284508740205,22316.43761301989
10.08,26.27265917602996,26960.584269662922
10.17,26.702581369248037,24161.130751964087
10.25,26.933694996986137,21139.7287522604
10.33,25.80701754385965,19568.33625730994
10.42,26.859128822984246,21561.172381835033
10.5,26.033142857142856,23131.39085714286
10.58,27.045112781954888,17200.993555316865
10.67,27.138972809667674,21193.80463242699
10.75,25.808695652173913,18552.066403162054
10.83,25.879266750948165,23749.16371681416
10.92,27.098613251155623,20887.027734976888
11.0,25.128105590062113,24289.29658385093
11.08,26.763133640552997,26610.45069124424
11.17,26.941470735367684,24839.6148074037
11.25,26.925795053003533,21278.998822143698
11.33,26.314369073668853,24706.654266958423
11.42,25.6838819523269,26131.975028376844
11.5,25.29326923076923,21610.451923076922
11.58,28.432087511394712,17365.030993618962
11.67,26.369196757553425,24582.70007369197
11.75,27.406942392909897,19718.847858197933
11.83,25.487354085603112,14730.451361867705
11.92,26.188663967611337,26169.811336032388
12.0,26.26888489208633,24801.29226618705
12.08,26.099444444444444,29124.867222222223
12.17,25.846577498033046,25539.686860739574
12.25,25.961697112551562,25068.055981143192
12.33,25.767870302137066,25270.74281503316
12.42,26.27262443438914,31919.08597285068
12.5,26.621875,27250.80078125
12.58,26.84038604305865,25909.97475872309
12.67,26.925062447960034,28319.237302248126
12.75,26.6677440206852,22221.772462831286
12.83,26.681732580037664,23940.537664783427
12.92,26.39152371342079,30207.335015136225
13.0,25.478421701602958,29109.001849568434
13.08,26.875367430922985,26293.51499118166
13.17,26.072232089994078,27611.109532267616
13.25,27.104408352668212,25066.219644238205
13.33,26.487261146496817,28323.599787685776
13.4,27.0,4840.8
13.42,27.57386848847139,25031.201537147736
13.5,25.432043204320433,23315.80198019802
13.58,26.225498007968127,28239.24701195219
13.67,26.778135048231512,22950.023579849945
13.75,26.35127478753541,28897.353163361662
13.83,26.026438569206842,25996.76360808709
13.92,26.344500632111252,26795.32427307206
14.0,25.2578125,29906.894886363636
14.08,25.51231884057971,27403.566666666666
14.17,25.890573500329598,27300.645352669744
14.25,26.424534360950545,26237.037893384713
14.33,26.52931596091205,22544.045602605864
14.42,25.942338072669827,28863.408372827806
14.5,26.53030303030303,25141.829768270945
14.58,27.343453510436433,22494.624288425046
14.67,25.92997542997543,24843.824324324323
14.75,25.610627177700348,27051.614982578398
14.83,25.70235546038544,20490.17665952891
14.92,26.32936507936508,28735.31349206349
15.0,25.49126984126984,25157.801587301587
15.08,25.554593874833554,31332.35619174434
15.17,25.73772696704775,25749.026899798253
15.25,25.261582323592304,28800.67355666429
15.33,26.028938906752412,18830.47266881029
15.42,25.01089689857502,27922.60435875943
15.5,25.995475113122172,26523.268099547513
15.58,25.76309523809524,24795.958333333332
15.67,25.7248322147651,27593.494407158836
15.75,26.371456500488758,26346.057673509287
15.83,25.934653465346535,32068.0801980198
15.92,25.24330900243309,29434.57096512571
16.0,25.602913236225458,28786.95630145662
16.08,26.30665380906461,29703.517839922853
16.17,26.03175775480059,28455.427621861152
16.25,27.78267973856209,21107.348039215685
16.33,26.544895448954488,28877.974169741698
16.42,25.285714285714285,28102.160173160173
16.5,25.07085020242915,24808.291497975708
16.58,25.08203125,30162.173828125
16.67,25.943734015345267,23084.87084398977
16.75,26.127982646420826,23724.90672451193
16.83,24.520064205457462,31774.616372391654
16.92,25.760652765185856,28751.109700815956
17.0,24.998489425981873,25708.406344410876
17.08,25.935314685314687,26679.99300699301
17.17,25.72919254658385,27543.516770186336
17.25,26.416666666666668,24937.65860215054
17.33,24.185333333333332,29148.825333333334
17.42,25.139980824544583,30522.363374880155
17.5,25.721813725490197,25824.86887254902
17.58,24.82175925925926,28140.590277777777
17.67,26.32808988764045,30184.478651685393
17.75,25.20344827586207,24156.106896551722
17.83,25.51094890510949,24163.96167883212
17.92,25.580928481806776,27307.205771643665
18.0,26.120754716981132,30202.596226415095
18.08,24.521035598705502,29686.582524271846
18.17,25.982412060301506,30087.72361809045
18.25,26.768115942028984,30118.434782608696
18.33,24.738425925925927,21943.881944444445
18.42,24.462365591397848,33718.51612903226
18.5,23.633846153846154,27853.11076923077
18.58,24.849693251533743,22674.184049079755
18.67,26.055263157894736,23141.534210526315
18.75,21.955223880597014,29978.35447761194
18.83,27.920187793427232,24819.737089201877
18.92,28.47044917257683,23850.992907801417
19.0,23.568848758465013,26761.37020316027
19.08,25.670289855072465,25535.239130434784
19.17,25.491017964071855,30114.775449101795
19.25,26.31967213114754,25153.506147540982
19.33,28.162213740458014,25554.288167938932
19.42,23.717724288840262,30418.29102844639
19.5,25.274353876739564,24379.69184890656
19.58,24.80128205128205,21109.03846153846
19.67,23.446428571428573,22925.4375
19.75,22.670623145400594,25983.893175074183
19.83,27.709558823529413,27569.147058823528
19.92,24.4860088365243,24805.755522827687
20.0,26.703488372093023,19751.71511627907
20.08,24.333333333333332,26718.944983818772
20.17,26.37043795620438,27905.158759124086
20.25,26.48427672955975,21512.685534591194
20.33,23.768627450980393,26489.907843137255
20.42,25.92280701754386,32524.36140350877
20.5,26.645645645645647,29007.426426426427
20.58,25.343362831858407,28237.906194690266
20.67,26.4125,25704.740625
20.75,26.35754189944134,26083.765363128492
20.83,27.131487889273355,21087.086505190313
20.92,23.865612648221344,29875.924901185772
21.0,23.655440414507773,31877.13212435233
21.08,23.907894736842106,25616.429824561405
21.17,25.288537549407113,31410.8814229249
21.25,26.81201550387597,28632.273255813954
21.33,27.41532258064516,24375.947580645163
21.42,25.41908713692946,26826.31950207469
21.5,25.210826210826212,29658.591168091167
21.58,24.819444444444443,32107.23611111111
21.67,24.532154340836012,24193.085209003217
21.75,23.42738589211618,17558.53112033195
21.83,24.817223198594025,30174.281195079086
21.92,26.583333333333332,28792.339743589742
22.0,26.649842271293377,28314.842271293375
22.08,25.13126491646778,22695.737470167063
22.17,24.579872204472842,27273.17891373802
22.25,26.9208770257388,29812.48522402288
22.33,25.388259526261585,27815.168898043255
22.42,26.28006088280061,32375.470319634704
22.5,26.21517027863777,31436.97678018576
22.58,26.330708661417322,28135.110236220473
22.67,25.98198198198198,25817.45945945946
22.75,24.287917737789204,30258.88174807198
22.83,22.93762575452716,27443.34607645875
22.92,25.48854961832061,18665.101145038167
23.0,23.89799331103679,29850.740802675584
23.08,25.762052877138412,25685.312597200624
23.17,25.403614457831324,25213.248995983937
23.25,26.72263868065967,31230.191904047977
23.33,25.764127764127764,25357.853808353808
23.42,25.932773109243698,29130.004201680673
23.5,25.68848758465011,26456.636568848757
23.58,26.186746987951807,25752.24497991968
23.67,25.550351288056206,22186.156908665107
23.75,23.41176470588235,24034.219607843137
23.83,24.588072122052704,27924.549237170595
23.92,26.544014084507044,25009.022887323943
24.0,25.158839779005525,23026.198895027625
24.08,25.88976377952756,28426.48346456693
24.17,25.58139534883721,27662.641860465115
24.25,25.981171548117153,25540.981171548116
24.33,25.35355648535565,24043.473849372385
24.42,25.915730337078653,22902.30149812734
24.5,25.865429234338748,21400.0
24.58,21.007772020725387,19434.26165803109
24.67,25.460176991150444,18634.99778761062
24.75,25.091743119266056,23578.65137614679
24.83,23.95686274509804,17635.792156862746
24.92,25.246715328467154,26719.763503649636
25.0,26.074452554744525,24003.122627737226
25.08,24.311141304347824,23787.262228260868
25.17,24.5944170771757,28904.298850574713
25.25,24.547094188376754,23687.85971943888
25.33,24.986842105263158,25345.214285714286
25.42,26.40970873786408,26426.79223300971
25.5,24.636887608069163,25262.71037463977
25.58,24.464052287581698,16331.9651416122
25.67,24.819295558958654,21821.8606431853
25.75,25.66726943942134,20174.535262206147
25.83,25.293279022403258,20594.291242362524
25.92,23.86950904392765,22074.219638242896
26.0,25.736842105263158,17600.66985645933
26.08,24.9635499207607,19748.643423137877
26.17,25.12927191679049,29017.523031203567
26.25,26.182242990654206,22982.77336448598
26.33,27.00197628458498,23163.250988142292
26.42,23.84406779661017,25757.001694915256
26.5,24.64158163265306,22451.95280612245
26.58,23.805357142857144,20792.5375
26.67,24.478957915831664,27473.569138276554
26.75,24.70957095709571,25011.668316831685
26.83,25.03717472118959,29142.710037174722
26.92,25.268765133171915,18135.9200968523
27.0,21.11891891891892,32260.464864864865
27.08,24.141129032258064,20025.487903225807
27.17,23.529691211401424,23463.356294536818
27.25,25.270642201834864,21030.67889908257
27.33,25.73913043478261,22864.91304347826
27.42,18.56989247311828,18905.956989247312
27.5,23.59118236472946,26191.446893787575
27.58,25.673295454545453,23770.982954545456
27.67,14.892307692307693,18768.015384615384
